Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Houbara_Observation_Station_Name,Houbara_Observation_Station_Latitude,Houbara_Observation_Station_Longitude,Houbara_Number
BAT038,33.231,-3.882,BA38,13/10/2004 07:08:00,33.2311,-3.88166,NULL,NULL,NULL,NULL
BAT019,33.177,-3.978,BA19,13/10/2004 07:42:00,33.17705,-3.97839,NULL,NULL,NULL,NULL
BAT037,33.231,-3.914,BA37,13/10/2004 07:46:00,33.23148,-3.91377,NULL,NULL,NULL,NULL
BAT018,33.176,-4.010,BA18,13/10/2004 08:24:00,33.17571,-4.01003,NULL,NULL,NULL,NULL
BAT036,33.230,-3.948,BA36,13/10/2004 08:27:00,33.22992,-3.9479,NULL,NULL,NULL,NULL
BAT003,33.096,-3.978,BA03,13/10/2004 15:50:00,33.09614,-3.97753,NULL,NULL,NULL,NULL
BAT002,33.096,-4.011,BA02,13/10/2004 16:26:00,33.096,-4.01066,NULL,NULL,NULL,NULL
BAT059,33.312,-3.978,BA59,13/10/2004 16:45:00,33.31235,-3.9784,NULL,NULL,NULL,NULL
BAT030,33.204,-3.882,BA30,14/10/2004 06:27:00,33.20392,-3.88173,NULL,NULL,NULL,NULL
BAT014,33.150,-3.914,BA14,14/10/2004 06:30:00,33.15004,-3.914,NULL,NULL,NULL,NULL
BAT029,33.203,-3.914,BA29,14/10/2004 07:05:00,33.20299,-3.91402,NULL,NULL,NULL,NULL
BAT013,33.150,-3.946,BA13,14/10/2004 07:12:00,33.14984,-3.9463,NULL,NULL,NULL,NULL
BAT012,33.150,-3.977,BA12,14/10/2004 07:52:00,33.15046,-3.97742,NULL,NULL,NULL,NULL
BAT028,33.204,-3.947,BA28,14/10/2004 07:54:00,33.20393,-3.94656,BA28A,33.20604,-3.95587,2
BAT027,33.206,-3.979,BA27,14/10/2004 08:30:00,33.2057,-3.97891,NULL,NULL,NULL,NULL
BAT011,33.150,-4.011,BA11,14/10/2004 08:32:00,33.15024,-4.01054,BA11A,33.15286,-4.00818,2
BAT015,33.175,-4.106,BA15,14/10/2004 15:06:00,33.17541,-4.10637,NULL,NULL,NULL,NULL
BAT035,33.233,-3.976,BA35,14/10/2004 15:31:00,33.23249,-3.97643,NULL,NULL,NULL,NULL
BAT016,33.177,-4.075,BA16,14/10/2004 15:51:00,33.17699,-4.07516,NULL,NULL,NULL,NULL
BAT034,33.231,-4.011,BA34,14/10/2004 16:15:00,33.23139,-4.01071,NULL,NULL,NULL,NULL
BAT017,33.178,-4.041,BA17,14/10/2004 16:32:00,33.17845,-4.04079,NULL,NULL,NULL,NULL
BAT033,33.230,-4.047,BA33,14/10/2004 17:06:00,33.23039,-4.04658,NULL,NULL,NULL,NULL
BAT008,33.123,-3.946,BA08,15/10/2004 06:29:00,33.12297,-3.94615,NULL,NULL,NULL,NULL
BAT004,33.124,-4.074,BA04,15/10/2004 06:49:00,33.12359,-4.07443,NULL,NULL,NULL,NULL
BAT007,33.123,-3.977,BA07,15/10/2004 07:09:00,33.12343,-3.97681,NULL,NULL,NULL,NULL
BAT010,33.149,-4.045,BA10,15/10/2004 07:17:00,33.14915,-4.04507,NULL,NULL,NULL,NULL
BAT006,33.123,-4.011,BA06,15/10/2004 07:49:00,33.1229,-4.01068,NULL,NULL,NULL,NULL
BAT009,33.151,-4.077,BA09,15/10/2004 07:59:00,33.1507,-4.07739,NULL,NULL,NULL,NULL
BAT005,33.123,-4.044,BA05,15/10/2004 08:31:00,33.12286,-4.04383,NULL,NULL,NULL,NULL
BAT014,33.150,-3.914,BA14,22/11/2004 07:06:00,33.1501,-3.91398,NULL,NULL,NULL,NULL
BAT013,33.150,-3.946,BA13,22/11/2004 07:47:00,33.14982,-3.94632,NULL,NULL,NULL,NULL
BAT012,33.150,-3.977,BA12,22/11/2004 08:30:00,33.1505,-3.97743,BA12A,33.15638,-3.97312,1
TAM179,32.538,-2.009,TA179,23/11/2004 15:13:00,32.53845,-2.00899,NULL,NULL,NULL,NULL
TAM200,32.566,-2.106,TA200,23/11/2004 15:25:00,32.5658,-2.10559,NULL,NULL,NULL,NULL
TAM155,32.511,-2.042,TA155-,23/11/2004 15:26:00,32.5106,-2.04196,NULL,NULL,NULL,NULL
TAM178,32.537,-2.040,TA178,23/11/2004 15:59:00,32.5373,-2.03963,NULL,NULL,NULL,NULL
TAM110,32.457,-2.106,TA110,23/11/2004 16:05:00,32.45711,-2.10603,NULL,NULL,NULL,NULL
TAM154,32.511,-2.074,TA154,23/11/2004 16:06:00,32.51087,-2.07369,NULL,NULL,NULL,NULL
TAM109,32.457,-2.138,TA109,23/11/2004 16:17:00,32.45741,-2.13785,NULL,NULL,NULL,NULL
TAM212,32.592,-2.200,TA212,23/11/2004 16:36:00,32.5916,-2.19981,NULL,NULL,NULL,NULL
TAM177,32.537,-2.073,TA177,23/11/2004 16:38:00,32.53711,-2.07261,NULL,NULL,NULL,NULL
TAM153,32.509,-2.105,TA153,23/11/2004 16:49:00,32.50831,-2.10383,TA153A,32.50425,-2.10322,1
TAM197,32.566,-2.201,TA197,24/11/2004 06:50:00,32.56562,-2.20089,NULL,NULL,NULL,NULL
TAM199,32.566,-2.136,TA199,24/11/2004 06:53:00,32.56609,-2.13634,NULL,NULL,NULL,NULL
TAM193,32.566,-2.329,TA193,24/11/2004 06:56:00,32.56583,-2.32903,NULL,NULL,NULL,NULL
TAM195,32.566,-2.264,TA195,24/11/2004 07:00:00,32.56635,-2.26434,TA195A,32.5681,-2.26774,1
TAM169,32.540,-2.328,TA169,24/11/2004 07:35:00,32.53962,-2.32807,NULL,NULL,NULL,NULL
TAM173,32.539,-2.201,TA173,24/11/2004 07:36:00,32.53877,-2.20124,NULL,NULL,NULL,NULL
TAM175,32.538,-2.137,TA175,24/11/2004 07:49:00,32.53842,-2.1367,NULL,NULL,NULL,NULL
TAM171,32.539,-2.266,TA171,24/11/2004 07:52:00,32.53897,-2.26574,NULL,NULL,NULL,NULL
TAM146,32.512,-2.329,TA146,24/11/2004 08:15:00,32.51241,-2.32902,NULL,NULL,NULL,NULL
TAM150,32.514,-2.202,TA150,24/11/2004 08:16:00,32.51349,-2.20156,NULL,NULL,NULL,NULL
TAM148,32.512,-2.265,TA148,24/11/2004 08:40:00,32.51192,-2.26541,NULL,NULL,NULL,NULL
TAM152,32.511,-2.138,TA152,24/11/2004 08:44:00,32.51129,-2.1379,NULL,NULL,NULL,NULL
TAM124,32.485,-2.330,TA124,24/11/2004 08:53:00,32.48532,-2.32965,NULL,NULL,NULL,NULL
TAM128,32.485,-2.200,TA128,24/11/2004 09:03:00,32.48537,-2.19974,NULL,NULL,NULL,NULL
TAM126,32.485,-2.266,TA126,24/11/2004 09:23:00,32.48503,-2.26589,NULL,NULL,NULL,NULL
TAM130,32.484,-2.138,TA130,24/11/2004 09:52:00,32.48429,-2.13796,NULL,NULL,NULL,NULL
TAM089,32.430,-2.139,TA089,24/11/2004 15:03:00,32.43011,-2.1386,NULL,NULL,NULL,NULL
TAM068,32.403,-2.202,TA68,24/11/2004 15:06:00,32.40354,-2.20248,NULL,NULL,NULL,NULL
TAM086,32.431,-2.234,TA086,24/11/2004 15:09:00,32.43074,-2.23414,NULL,NULL,NULL,NULL
TAM211,32.594,-2.232,TA211,24/11/2004 15:24:00,32.59358,-2.23156,NULL,NULL,NULL,NULL
TAM067,32.404,-2.234,TA67,24/11/2004 15:52:00,32.40362,-2.23434,NULL,NULL,NULL,NULL
TAM087,32.430,-2.203,TA087,24/11/2004 15:54:00,32.43037,-2.20261,TA087C,32.42797,-2.20297,4
TAM087,32.430,-2.203,TA087,24/11/2004 15:54:00,32.43037,-2.20261,TA087A,32.42454,-2.2001,4
TAM087,32.430,-2.203,TA087,24/11/2004 15:54:00,32.43037,-2.20261,TA087B,32.43497,-2.203,4
TAM132,32.482,-2.075,TA132,24/11/2004 16:05:00,32.48226,-2.0753,NULL,NULL,NULL,NULL
TAM176,32.539,-2.106,TA176,24/11/2004 16:30:00,32.53867,-2.1063,TA176A,32.53496,-2.10444,1
TAM050,32.376,-2.234,TA50,24/11/2004 16:49:00,32.37646,-2.23462,NULL,NULL,NULL,NULL
TAM131,32.484,-2.106,TA131,24/11/2004 16:50:00,32.48394,-2.10554,NULL,NULL,NULL,NULL
TAM034,32.350,-2.267,TA34,25/11/2004 06:45:00,32.3496,-2.26681,NULL,NULL,NULL,NULL
TAM196,32.567,-2.234,TA196,25/11/2004 06:51:00,32.56717,-2.23386,TA196A,32.56607,-2.24181,6
TAM198,32.566,-2.169,TA198,25/11/2004 06:57:00,32.56555,-2.1692,NULL,NULL,NULL,NULL
TAM194,32.566,-2.297,TA194,25/11/2004 06:59:00,32.56641,-2.29697,NULL,NULL,NULL,NULL
TAM033,32.348,-2.297,TA33,25/11/2004 07:23:00,32.34811,-2.29722,NULL,NULL,NULL,NULL
TAM170,32.539,-2.296,TA170,25/11/2004 07:39:00,32.53853,-2.29564,NULL,NULL,NULL,NULL
TAM172,32.539,-2.235,TA172,25/11/2004 07:41:00,32.53876,-2.23447,NULL,NULL,NULL,NULL
TAM174,32.537,-2.168,TA174,25/11/2004 08:12:00,32.53702,-2.16873,NULL,NULL,NULL,NULL
TAM032,32.348,-2.329,TA32,25/11/2004 08:13:00,32.34773,-2.32896,NULL,NULL,NULL,NULL
TAM147,32.511,-2.299,TA147,25/11/2004 08:17:00,32.51106,-2.29904,NULL,NULL,NULL,NULL
TAM149,32.512,-2.234,TA149,25/11/2004 08:26:00,32.51234,-2.23358,NULL,NULL,NULL,NULL
TAM125,32.484,-2.294,TA125,25/11/2004 09:05:00,32.48356,-2.29381,NULL,NULL,NULL,NULL
TAM127,32.482,-2.233,TA127,25/11/2004 09:06:00,32.48201,-2.23302,NULL,NULL,NULL,NULL
TAM151,32.511,-2.169,TA151,25/11/2004 09:13:00,32.51071,-2.16944,NULL,NULL,NULL,NULL
TAM031,32.350,-2.363,TA31,25/11/2004 09:14:00,32.34967,-2.36258,NULL,NULL,NULL,NULL
TAM129,32.484,-2.172,TA129,25/11/2004 10:33:00,32.48357,-2.17158,NULL,NULL,NULL,NULL
TAM019,32.323,-2.299,TA19,25/11/2004 15:00:00,32.32277,-2.29878,TA19A,32.32486,-2.30253,6
TAM104,32.458,-2.298,TA104,25/11/2004 15:02:00,32.45819,-2.29774,NULL,NULL,NULL,NULL
TAM001,32.270,-2.458,TA001,25/11/2004 15:03:00,32.26982,-2.4583,NULL,NULL,NULL,NULL
TAM107,32.458,-2.201,TA107,25/11/2004 15:19:00,32.45779,-2.2014,NULL,NULL,NULL,NULL
TAM105,32.458,-2.266,TA105,25/11/2004 15:43:00,32.45803,-2.26573,NULL,NULL,NULL,NULL
TAM018,32.323,-2.331,TA18,25/11/2004 15:49:00,32.323,-2.33071,TA18C,32.3116,-2.32393,2
TAM018,32.323,-2.331,TA18,25/11/2004 15:49:00,32.323,-2.33071,TA18A,32.3257,-2.33308,1
TAM018,32.323,-2.331,TA18,25/11/2004 15:49:00,32.323,-2.33071,TA18E,32.31703,-2.31031,5
TAM018,32.323,-2.331,TA18,25/11/2004 15:49:00,32.323,-2.33071,TA18B,32.32089,-2.31176,2
TAM018,32.323,-2.331,TA18,25/11/2004 15:49:00,32.323,-2.33071,TA18D,32.3224,-2.3269,2
TAM108,32.457,-2.170,TA108,25/11/2004 16:00:00,32.45704,-2.1699,TA108A,32.45302,-2.16807,5
TAM002,32.270,-2.427,TA002,25/11/2004 16:03:00,32.26968,-2.42664,NULL,NULL,NULL,NULL
TAM106,32.457,-2.236,TA106,25/11/2004 16:22:00,32.45744,-2.23645,NULL,NULL,NULL,NULL
TAM088,32.430,-2.170,TA088,25/11/2004 16:25:00,32.43023,-2.1703,TA088A,32.43722,-2.17598,1
TAM088,32.430,-2.170,TA088,25/11/2004 16:25:00,32.43023,-2.1703,TA088B,32.44445,-2.16356,2
TAM005,32.296,-2.426,TA005,25/11/2004 16:53:00,32.29579,-2.42636,NULL,NULL,NULL,NULL
TAM103,32.458,-2.330,TA103,26/11/2004 06:48:00,32.45759,-2.32985,NULL,NULL,NULL,NULL
TAM085,32.431,-2.266,TA085,26/11/2004 06:48:00,32.43085,-2.26606,NULL,NULL,NULL,NULL
TAM049,32.377,-2.266,TA049,26/11/2004 07:01:00,32.37743,-2.26619,TA049A,32.38196,-2.26598,22
TAM007,32.296,-2.363,TA007,26/11/2004 07:03:00,32.29617,-2.36304,NULL,NULL,NULL,NULL
TAM102,32.458,-2.362,TA102,26/11/2004 07:27:00,32.45841,-2.36166,NULL,NULL,NULL,NULL
TAM084,32.431,-2.297,TA084,26/11/2004 07:29:00,32.43077,-2.29741,NULL,NULL,NULL,NULL
TAM017,32.323,-2.363,TA017,26/11/2004 07:44:00,32.32321,-2.36258,NULL,NULL,NULL,NULL
TAM123,32.485,-2.361,TA123,26/11/2004 08:06:00,32.48539,-2.36137,NULL,NULL,NULL,NULL
TAM083,32.431,-2.328,TA083,26/11/2004 08:11:00,32.43144,-2.32801,NULL,NULL,NULL,NULL
TAM016,32.324,-2.395,TA016,26/11/2004 08:37:00,32.32384,-2.39464,NULL,NULL,NULL,NULL
TAM048,32.377,-2.298,TA048,26/11/2004 08:37:00,32.37736,-2.29821,NULL,NULL,NULL,NULL
TAM145,32.513,-2.361,TA145,26/11/2004 08:45:00,32.51259,-2.36115,TA145A,32.51191,-2.35304,1
TAM047,32.377,-2.331,TA047,26/11/2004 08:53:00,32.3775,-2.33061,NULL,NULL,NULL,NULL
TAM082,32.431,-2.362,TA082,26/11/2004 08:55:00,32.43113,-2.36172,NULL,NULL,NULL,NULL
TAM006,32.297,-2.396,TA006,26/11/2004 09:25:00,32.29715,-2.39586,NULL,NULL,NULL,NULL
TAM046,32.377,-2.362,TA046,26/11/2004 09:56:00,32.37686,-2.36195,NULL,NULL,NULL,NULL
TAM122,32.486,-2.393,TA122,26/11/2004 14:48:00,32.48576,-2.39327,NULL,NULL,NULL,NULL
TAM015,32.324,-2.425,TA015,26/11/2004 15:01:00,32.32416,-2.4252,NULL,NULL,NULL,NULL
TAM168,32.540,-2.361,TA168,26/11/2004 15:11:00,32.53962,-2.36096,TA168B,32.53449,-2.35325,2
TAM168,32.540,-2.361,TA168,26/11/2004 15:11:00,32.53962,-2.36096,TA168A,32.53727,-2.35192,1
TAM066,32.404,-2.266,TA066,26/11/2004 15:30:00,32.40384,-2.26626,TA066A,32.41573,-2.2647,3
TAM101,32.459,-2.394,TA101,26/11/2004 15:36:00,32.4586,-2.39353,TA101A,32.45029,-2.38672,1
TAM029,32.352,-2.430,TA029,26/11/2004 15:40:00,32.35225,-2.42967,NULL,NULL,NULL,NULL
TAM167,32.540,-2.393,TA167,26/11/2004 15:56:00,32.53967,-2.39272,NULL,NULL,NULL,NULL
TAM014,32.324,-2.458,TA014,26/11/2004 16:22:00,32.32361,-2.45813,NULL,NULL,NULL,NULL
TAM081,32.432,-2.394,TA081,26/11/2004 16:25:00,32.43151,-2.39374,NULL,NULL,NULL,NULL
TAM065,32.406,-2.295,TA065,26/11/2004 17:24:00,32.40593,-2.29464,NULL,NULL,NULL,NULL
TAM100,32.459,-2.425,TA100,27/11/2004 06:56:00,32.45887,-2.4254,TA100A,32.46531,-2.4175,8
TAM121,32.486,-2.425,TA121,27/11/2004 07:03:00,32.48554,-2.4251,NULL,NULL,NULL,NULL
TAM099,32.459,-2.456,TA099,27/11/2004 07:44:00,32.4593,-2.45645,TA099A,32.45911,-2.44216,1
TAM144,32.512,-2.394,TA144,27/11/2004 08:09:00,32.51228,-2.39406,NULL,NULL,NULL,NULL
TAM141,32.513,-2.489,TA141,27/11/2004 08:28:00,32.51317,-2.48885,TA141A,32.51674,-2.49296,5
TAM098,32.459,-2.490,TA098,27/11/2004 08:40:00,32.45904,-2.48967,NULL,NULL,NULL,NULL
TAM143,32.512,-2.425,TA143,27/11/2004 08:47:00,32.51237,-2.42453,NULL,NULL,NULL,NULL
TAM080,32.432,-2.426,TA080,27/11/2004 08:50:00,32.43195,-2.42569,NULL,NULL,NULL,NULL
TAM062,32.407,-2.394,TA062,27/11/2004 09:54:00,32.40674,-2.39428,NULL,NULL,NULL,NULL
TAM059,32.404,-2.488,TA059,27/11/2004 14:48:00,32.40426,-2.48796,TA059A,32.40641,-2.48116,1
TAM064,32.404,-2.332,TA064,27/11/2004 15:05:00,32.40443,-2.33254,NULL,NULL,NULL,NULL
TAM166,32.540,-2.425,TA166,27/11/2004 15:08:00,32.54006,-2.42453,NULL,NULL,NULL,NULL
TAM120,32.486,-2.457,TA120,27/11/2004 15:09:00,32.48599,-2.45719,NULL,NULL,NULL,NULL
TAM060,32.405,-2.456,TA060,27/11/2004 15:36:00,32.40497,-2.45584,NULL,NULL,NULL,NULL
TAM165,32.541,-2.457,TA165,27/11/2004 15:48:00,32.54051,-2.45692,NULL,NULL,NULL,NULL
TAM119,32.486,-2.488,TA119,27/11/2004 15:48:00,32.48572,-2.48839,NULL,NULL,NULL,NULL
TAM063,32.404,-2.362,TA063,27/11/2004 15:52:00,32.40432,-2.36189,NULL,NULL,NULL,NULL
TAM044,32.378,-2.426,TA044,27/11/2004 16:19:00,32.3776,-2.42565,NULL,NULL,NULL,NULL
TAM118,32.486,-2.521,TA118,27/11/2004 16:23:00,32.48608,-2.52105,NULL,NULL,NULL,NULL
TAM142,32.513,-2.457,TA142,27/11/2004 16:29:00,32.51292,-2.45698,NULL,NULL,NULL,NULL
TAM079,32.431,-2.457,TA79,29/11/2004 07:01:00,32.43064,-2.45673,NULL,NULL,NULL,NULL
TAM117,32.486,-2.553,TA117,29/11/2004 07:02:00,32.48604,-2.55279,NULL,NULL,NULL,NULL
TAM164,32.540,-2.489,TA164,29/11/2004 07:04:00,32.54028,-2.4888,TA164A,32.54151,-2.49634,28
TAM013,32.322,-2.488,TA013,29/11/2004 07:09:00,32.32221,-2.48802,NULL,NULL,NULL,NULL
TAM078,32.432,-2.489,TA78,29/11/2004 07:38:00,32.43197,-2.48917,TA78C,32.42659,-2.49372,2
TAM078,32.432,-2.489,TA78,29/11/2004 07:38:00,32.43197,-2.48917,TA78B,32.43039,-2.48992,1
TAM078,32.432,-2.489,TA78,29/11/2004 07:38:00,32.43197,-2.48917,TA78A,32.42874,-2.49386,10
TAM116,32.486,-2.585,TA116,29/11/2004 07:43:00,32.48639,-2.58516,NULL,NULL,NULL,NULL
TAM012,32.327,-2.524,TA012,29/11/2004 07:55:00,32.32737,-2.52416,NULL,NULL,NULL,NULL
TAM163,32.542,-2.522,TA163,29/11/2004 08:02:00,32.54223,-2.52216,TA163A,32.54405,-2.51694,5
TAM115,32.487,-2.617,TA115,29/11/2004 08:22:00,32.48681,-2.61688,TA115A,32.48453,-2.62423,6
TAM077,32.432,-2.521,TA77,29/11/2004 08:33:00,32.43211,-2.52134,TA77A,32.43438,-2.51689,9
TAM140,32.513,-2.521,TA140,29/11/2004 08:47:00,32.51334,-2.52093,TA140A,32.51998,-2.52876,7
TAM011,32.324,-2.554,TA011,29/11/2004 08:48:00,32.32388,-2.55382,NULL,NULL,NULL,NULL
TAM076,32.432,-2.553,TA76,29/11/2004 09:27:00,32.43219,-2.5533,TA76A,32.43633,-2.54845,7
TAM114,32.487,-2.649,TA114,29/11/2004 09:31:00,32.48695,-2.64857,NULL,NULL,NULL,NULL
TAM010,32.324,-2.586,TA010,29/11/2004 09:33:00,32.32411,-2.58554,NULL,NULL,NULL,NULL
TAM139,32.513,-2.553,TA139,29/11/2004 09:41:00,32.51335,-2.5528,TA139A,32.50471,-2.5488,1
TAM027,32.351,-2.490,TA027,29/11/2004 14:45:00,32.35091,-2.48969,NULL,NULL,NULL,NULL
TAM138,32.514,-2.585,TA138,29/11/2004 14:53:00,32.51402,-2.58452,NULL,NULL,NULL,NULL
TAM092,32.460,-2.681,TA92,29/11/2004 14:55:00,32.45976,-2.68086,NULL,NULL,NULL,NULL
TAM095,32.459,-2.586,TA095,29/11/2004 15:01:00,32.45947,-2.58535,TA095A,32.45708,-2.58922,14
TAM026,32.351,-2.522,TA026,29/11/2004 15:32:00,32.35098,-2.52175,NULL,NULL,NULL,NULL
TAM161,32.541,-2.585,TA161,29/11/2004 15:33:00,32.54095,-2.58473,NULL,NULL,NULL,NULL
TAM093,32.460,-2.649,TA93,29/11/2004 15:36:00,32.46007,-2.64861,NULL,NULL,NULL,NULL
TAM096,32.459,-2.553,TA096,29/11/2004 15:42:00,32.45935,-2.55309,NULL,NULL,NULL,NULL
TAM094,32.459,-2.616,TA94,29/11/2004 16:09:00,32.45916,-2.61633,NULL,NULL,NULL,NULL
TAM162,32.540,-2.554,TA162,29/11/2004 16:14:00,32.5404,-2.55366,NULL,NULL,NULL,NULL
TAM025,32.351,-2.554,TA025,29/11/2004 16:27:00,32.35115,-2.5536,NULL,NULL,NULL,NULL
TAM097,32.459,-2.521,TA097,29/11/2004 16:51:00,32.45922,-2.52116,NULL,NULL,NULL,NULL
TAM052,32.406,-2.713,TA052,30/11/2004 07:03:00,32.40578,-2.71295,NULL,NULL,NULL,NULL
TAM057,32.402,-2.560,TA057,30/11/2004 07:05:00,32.40166,-2.55982,NULL,NULL,NULL,NULL
TAM113,32.489,-2.681,TA113,30/11/2004 07:07:00,32.48869,-2.6815,NULL,NULL,NULL,NULL
TAM136,32.514,-2.649,TA136,30/11/2004 07:15:00,32.51383,-2.64892,NULL,NULL,NULL,NULL
TAM053,32.407,-2.680,TA053,30/11/2004 07:37:00,32.40658,-2.67979,NULL,NULL,NULL,NULL
TAM112,32.487,-2.713,TA112,30/11/2004 07:46:00,32.48694,-2.71266,NULL,NULL,NULL,NULL
TAM058,32.406,-2.523,TA058,30/11/2004 07:52:00,32.40637,-2.52267,NULL,NULL,NULL,NULL
TAM159,32.540,-2.648,TA159,30/11/2004 07:57:00,32.54044,-2.64791,NULL,NULL,NULL,NULL
TAM054,32.404,-2.647,TA054,30/11/2004 08:12:00,32.40436,-2.64736,NULL,NULL,NULL,NULL
TAM111,32.488,-2.749,TA111,30/11/2004 08:28:00,32.48767,-2.74938,NULL,NULL,NULL,NULL
TAM041,32.378,-2.522,TA041,30/11/2004 08:37:00,32.37788,-2.52187,NULL,NULL,NULL,NULL
TAM160,32.541,-2.616,TA160,30/11/2004 08:42:00,32.54131,-2.61611,NULL,NULL,NULL,NULL
TAM055,32.405,-2.617,TA055,30/11/2004 08:51:00,32.4052,-2.61719,NULL,NULL,NULL,NULL
TAM090,32.460,-2.745,TA090,30/11/2004 09:08:00,32.45966,-2.74451,NULL,NULL,NULL,NULL
TAM137,32.513,-2.617,TA137,30/11/2004 09:23:00,32.51158,-2.61899,NULL,NULL,NULL,NULL
TAM038,32.378,-2.617,TA038,30/11/2004 09:29:00,32.37823,-2.6172,NULL,NULL,NULL,NULL
TAM042,32.383,-2.491,TA042,30/11/2004 09:29:00,32.38249,-2.49125,NULL,NULL,NULL,NULL
TAM091,32.460,-2.713,TA091,30/11/2004 14:50:00,32.45973,-2.71271,TA091A,32.46415,-2.70824,2
TAM134,32.514,-2.713,TA134,30/11/2004 14:54:00,32.51377,-2.71258,NULL,NULL,NULL,NULL
TAM024,32.351,-2.586,TA024,30/11/2004 15:00:00,32.3508,-2.58629,NULL,NULL,NULL,NULL
TAM035,32.378,-2.713,TA035,30/11/2004 15:03:00,32.37775,-2.71269,NULL,NULL,NULL,NULL
TAM157,32.532,-2.715,TA157,30/11/2004 15:38:00,32.53208,-2.71472,NULL,NULL,NULL,NULL
TAM071,32.433,-2.713,TA071,30/11/2004 15:41:00,32.43291,-2.71269,NULL,NULL,NULL,NULL
TAM036,32.378,-2.681,TA036,30/11/2004 15:41:00,32.37844,-2.68074,NULL,NULL,NULL,NULL
TAM039,32.378,-2.585,TA039,30/11/2004 15:47:00,32.3783,-2.5855,NULL,NULL,NULL,NULL
TAM156,32.540,-2.740,TA156,30/11/2004 16:16:00,32.54028,-2.74013,NULL,NULL,NULL,NULL
TAM070,32.433,-2.745,TA070,30/11/2004 16:19:00,32.43283,-2.74523,NULL,NULL,NULL,NULL
TAM037,32.378,-2.649,TA037,30/11/2004 16:34:00,32.37832,-2.64937,NULL,NULL,NULL,NULL
TAM040,32.378,-2.554,TA040,30/11/2004 16:47:00,32.37812,-2.55356,NULL,NULL,NULL,NULL
TAM073,32.432,-2.649,TA073,1/12/2004 7:19,32.43229,-2.64895,NULL,NULL,NULL,NULL
TAM135,32.513,-2.682,TA135,1/12/2004 7:24,32.51336,-2.68154,NULL,NULL,NULL,NULL
TAM072,32.433,-2.681,TA72,1/12/2004 7:28,32.43277,-2.68096,NULL,NULL,NULL,NULL
TAM075,32.432,-2.585,TA075,1/12/2004 7:31,32.43209,-2.58505,TA075A,32.42572,-2.59906,10
TAM074,32.433,-2.617,TA074,1/12/2004 8:01,32.43255,-2.61738,TA074C,32.43468,-2.60687,6
TAM074,32.433,-2.617,TA074,1/12/2004 8:01,32.43255,-2.61738,TA074B,32.44195,-2.61359,3
TAM074,32.433,-2.617,TA074,1/12/2004 8:01,32.43255,-2.61738,TA074A,32.42648,-2.62016,1
TAM158,32.541,-2.680,TA158,1/12/2004 8:05,32.54107,-2.68017,NULL,NULL,NULL,NULL
TAM056,32.405,-2.585,TA056,1/12/2004 8:52,32.40522,-2.58528,NULL,NULL,NULL,NULL
BAT030,33.204,-3.882,BA30,17/01/2005 07:27:00,33.20391,-3.8817,NULL,NULL,NULL,NULL
BAT021,33.178,-3.914,BA21,17/01/2005 07:28:00,33.17765,-3.91401,BA21A,33.17858,-3.91966,1
BAT021,33.178,-3.914,BA21,17/01/2005 07:28:00,33.17765,-3.91401,BA21B,33.17583,-3.91026,1
BAT029,33.203,-3.914,BA29,17/01/2005 08:06:00,33.20302,-3.91406,NULL,NULL,NULL,NULL
BAT020,33.176,-3.946,BA20,17/01/2005 08:26:00,33.17639,-3.94601,BA20A,33.18176,-3.94796,1
BAT028,33.204,-3.947,BA28,17/01/2005 08:47:00,33.20392,-3.94662,BA28A,33.20318,-3.94107,1
BAT019,33.177,-3.978,BA19,17/01/2005 09:09:00,33.17705,-3.97837,BA19A,33.17715,-3.986,1
BAT027,33.206,-3.979,BA27,17/01/2005 09:37:00,33.20583,-3.9789,NULL,NULL,NULL,NULL
BAT018,33.176,-4.010,BA18,17/01/2005 09:49:00,33.17569,-4.01004,NULL,NULL,NULL,NULL
BAT004,33.124,-4.074,BA04,17/01/2005 15:29:00,33.12362,-4.0744,NULL,NULL,NULL,NULL
BAT015,33.175,-4.106,BA15,17/01/2005 15:38:00,33.17543,-4.10634,NULL,NULL,NULL,NULL
BAT009,33.151,-4.077,BA09,17/01/2005 16:15:00,33.15067,-4.07739,NULL,NULL,NULL,NULL
