Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Houbara_Observation_Station_Name,Houbara_Observation_Station_Latitude,Houbara_Observation_Station_Longitude,Houbara_Number
HSA509,32.819,-2.666,HS509,19/09/2024 06:10:00,32.81876,-2.66579,HS509A,32.81303,-2.66528,2
LET561,32.765,-2.730,LE561,19/09/2024 06:31:00,32.76474,-2.73008,LE561A,32.766,-2.73726,1
LET522,32.684,-2.794,LE522,19/09/2024 06:32:00,32.68351,-2.79437,NULL,NULL,NULL,NULL
LET562,32.765,-2.698,LE562,19/09/2024 07:05:00,32.76471,-2.69814,LE562A,32.77113,-2.69387,1
LET562,32.765,-2.698,LE562,19/09/2024 07:05:00,32.76471,-2.69814,LE562B,32.76215,-2.69645,1
LET562,32.765,-2.698,LE562,19/09/2024 07:05:00,32.76471,-2.69814,LE562C,32.76424,-2.70698,1
LET535,32.711,-2.794,LE535,19/09/2024 07:05:00,32.71078,-2.7943,NULL,NULL,NULL,NULL
LET536,32.711,-2.762,LE536,19/09/2024 07:36:00,32.71073,-2.76227,LE536A,32.70672,-2.75758,3
LET551,32.738,-2.730,LE551,19/09/2024 07:45:00,32.73769,-2.7301,LE551A,32.74156,-2.73329,1
MOU067,33.016,-3.822,MO067,20/09/2024 06:06:00,33.01583,-3.82216,NULL,NULL,NULL,NULL
MOU051,32.967,-3.790,MO051,20/09/2024 06:15:00,32.96713,-3.78955,NULL,NULL,NULL,NULL
MOU068,33.020,-3.791,MO068,20/09/2024 06:37:00,33.01968,-3.79061,NULL,NULL,NULL,NULL
MOU052,32.966,-3.758,MO052,20/09/2024 06:50:00,32.96571,-3.75803,MO052A,32.96878,-3.75873,2
MOU069,33.020,-3.759,MO069,20/09/2024 07:08:00,33.02004,-3.75891,NULL,NULL,NULL,NULL
MOU053,32.966,-3.726,MO053,20/09/2024 07:22:00,32.96634,-3.72624,MO053A,32.96665,-3.72296,9
MOU070,33.019,-3.727,MO070,20/09/2024 07:39:00,33.01911,-3.72687,NULL,NULL,NULL,NULL
MOU054,32.968,-3.692,MO054,20/09/2024 08:11:00,32.96837,-3.69209,NULL,NULL,NULL,NULL
MOU041,32.937,-3.758,MO041,23/09/2024 06:03:00,32.93734,-3.75833,NULL,NULL,NULL,NULL
MOU061,32.992,-3.824,MO061,23/09/2024 06:08:00,32.99245,-3.82348,NULL,NULL,NULL,NULL
MOU073,33.050,-3.823,MO073,23/09/2024 06:25:00,33.04969,-3.82265,NULL,NULL,NULL,NULL
MOU085,33.101,-3.824,MO085,23/09/2024 06:27:00,33.10112,-3.82406,NULL,NULL,NULL,NULL
MOU042,32.939,-3.726,MO042,23/09/2024 06:33:00,32.9388,-3.72611,NULL,NULL,NULL,NULL
MOU062,32.992,-3.790,MO062,23/09/2024 06:42:00,32.99216,-3.7903,NULL,NULL,NULL,NULL
MOU074,33.047,-3.791,MO074,23/09/2024 06:57:00,33.04679,-3.79127,NULL,NULL,NULL,NULL
MOU031,32.911,-3.727,MO031,23/09/2024 07:03:00,32.9113,-3.72658,NULL,NULL,NULL,NULL
MOU086,33.102,-3.790,MO086,23/09/2024 07:04:00,33.1015,-3.79015,NULL,NULL,NULL,NULL
MOU063,32.992,-3.758,MO063,23/09/2024 07:13:00,32.99222,-3.7576,MO063A,32.98907,-3.75166,5
MOU030,32.909,-3.759,MO030,23/09/2024 07:36:00,32.90934,-3.75884,NULL,NULL,NULL,NULL
MOU087,33.101,-3.760,MO087,23/09/2024 07:36:00,33.10096,-3.75969,NULL,NULL,NULL,NULL
MOU075,33.047,-3.760,MO075,23/09/2024 07:46:00,33.04623,-3.76018,NULL,NULL,NULL,NULL
MOU064,32.993,-3.727,MO064,23/09/2024 07:51:00,32.99327,-3.72658,NULL,NULL,NULL,NULL
MOU088,33.102,-3.730,MO088,23/09/2024 08:09:00,33.10155,-3.73026,NULL,NULL,NULL,NULL
MOU065,32.994,-3.692,MO065,24/09/2024 06:21:00,32.99349,-3.69156,NULL,NULL,NULL,NULL
MOU095,33.156,-3.760,MO095,24/09/2024 06:22:00,33.15558,-3.75988,MO095A,33.16223,-3.7606,7
MOU091,33.127,-3.760,MO091,24/09/2024 06:25:00,33.12734,-3.76041,NULL,NULL,NULL,NULL
MOU079,33.074,-3.824,MO079,24/09/2024 06:29:00,33.0739,-3.82403,NULL,NULL,NULL,NULL
MOU066,32.993,-3.663,MO066,24/09/2024 06:56:00,32.99338,-3.66264,NULL,NULL,NULL,NULL
MOU096,33.154,-3.728,MO096,24/09/2024 06:58:00,33.15386,-3.72815,NULL,NULL,NULL,NULL
MOU080,33.074,-3.788,MO080,24/09/2024 06:59:00,33.07385,-3.7884,NULL,NULL,NULL,NULL
MOU092,33.128,-3.727,MO092,24/09/2024 07:00:00,33.12804,-3.72746,NULL,NULL,NULL,NULL
MOU071,33.020,-3.695,MO071,24/09/2024 07:29:00,33.02042,-3.6946,NULL,NULL,NULL,NULL
MOU097,33.155,-3.697,MO097,24/09/2024 07:30:00,33.15508,-3.69736,MO097A,33.15053,-3.69527,3
MOU081,33.074,-3.759,MO081,24/09/2024 07:31:00,33.07389,-3.75936,MO081B,33.07487,-3.76505,3
MOU081,33.074,-3.759,MO081,24/09/2024 07:31:00,33.07389,-3.75936,MO081A,33.07084,-3.75388,1
MOU093,33.128,-3.696,MO093,24/09/2024 07:33:00,33.12831,-3.69568,NULL,NULL,NULL,NULL
MOU072,33.019,-3.665,MO072,24/09/2024 07:56:00,33.01868,-3.66511,NULL,NULL,NULL,NULL
MOU098,33.156,-3.664,MO098,24/09/2024 08:07:00,33.15557,-3.66362,NULL,NULL,NULL,NULL
MOU094,33.128,-3.664,MO094,24/09/2024 08:08:00,33.12835,-3.66371,NULL,NULL,NULL,NULL
MOU082,33.074,-3.730,MO082,24/09/2024 08:12:00,33.07358,-3.72991,NULL,NULL,NULL,NULL
MOU565,32.953,-3.772,MO565,25/09/2024 06:13:00,32.95345,-3.77175,NULL,NULL,NULL,NULL
MOU083,33.074,-3.694,MO083,25/09/2024 06:13:00,33.07376,-3.69367,NULL,NULL,NULL,NULL
MOU043,32.939,-3.694,MO043,25/09/2024 06:17:00,32.93897,-3.69402,NULL,NULL,NULL,NULL
MOU076,33.048,-3.727,MO076,25/09/2024 06:19:00,33.04759,-3.72705,NULL,NULL,NULL,NULL
MOU566,32.953,-3.741,MO566,25/09/2024 06:46:00,32.95322,-3.74135,NULL,NULL,NULL,NULL
MOU077,33.048,-3.695,MO077,25/09/2024 06:48:00,33.04744,-3.69471,NULL,NULL,NULL,NULL
MOU090,33.102,-3.664,MO090,25/09/2024 06:51:00,33.10184,-3.66382,NULL,NULL,NULL,NULL
MOU044,32.939,-3.662,MO044,25/09/2024 07:03:00,32.93982,-3.66188,NULL,NULL,NULL,NULL
MOU078,33.047,-3.663,MO078,25/09/2024 07:15:00,33.04753,-3.66283,NULL,NULL,NULL,NULL
MOU555,32.926,-3.744,MO555,25/09/2024 07:15:00,32.92595,-3.744,NULL,NULL,NULL,NULL
MOU084,33.075,-3.663,MO084,25/09/2024 07:24:00,33.07449,-3.66276,NULL,NULL,NULL,NULL
MOU055,32.966,-3.662,MO055,25/09/2024 07:32:00,32.9663,-3.66194,NULL,NULL,NULL,NULL
MOU597,33.034,-3.679,MO597,25/09/2024 07:44:00,33.03386,-3.6787,MO597A,33.03774,-3.68078,7
MOU578,32.980,-3.709,MO578,25/09/2024 08:10:00,32.97955,-3.70916,NULL,NULL,NULL,NULL
MOU579,32.980,-3.678,MO579,27/09/2024 06:10:00,32.97996,-3.67774,MO579A,32.98481,-3.67759,2
MOU592,33.032,-3.838,MO592,27/09/2024 06:12:00,33.03162,-3.83822,NULL,NULL,NULL,NULL
MOU575,32.981,-3.806,MO575,27/09/2024 06:17:00,32.98027,-3.80577,NULL,NULL,NULL,NULL
MOU556,32.927,-3.708,MO556,27/09/2024 06:38:00,32.9269,-3.70789,NULL,NULL,NULL,NULL
MOU590,33.007,-3.679,MO590,27/09/2024 06:40:00,33.00647,-3.67942,NULL,NULL,NULL,NULL
MOU593,33.032,-3.808,MO593,27/09/2024 06:44:00,33.03159,-3.80776,NULL,NULL,NULL,NULL
MOU576,32.979,-3.775,MO576,27/09/2024 06:48:00,32.97938,-3.77531,NULL,NULL,NULL,NULL
MOU589,33.007,-3.711,MO589,27/09/2024 07:06:00,33.00658,-3.7105,NULL,NULL,NULL,NULL
MOU567,32.954,-3.710,MO567,27/09/2024 07:08:00,32.95367,-3.71031,NULL,NULL,NULL,NULL
MOU586,33.005,-3.807,MO586,27/09/2024 07:17:00,33.00506,-3.80747,MO586A,33.00188,-3.80758,1
MOU577,32.980,-3.742,MO577,27/09/2024 07:22:00,32.97979,-3.74487,MO577A,32.99025,-3.74748,2
MOU588,33.006,-3.743,MO588,27/09/2024 07:36:00,33.0064,-3.74268,MO588A,33.0072,-3.7419,5
MOU568,32.953,-3.675,MO568,27/09/2024 07:41:00,32.95341,-3.67543,NULL,NULL,NULL,NULL
MOU585,33.006,-3.839,MO585,27/09/2024 07:54:00,33.00554,-3.83945,NULL,NULL,NULL,NULL
MOU587,33.006,-3.775,MO587,27/09/2024 07:58:00,33.00627,-3.77484,MO587A,33.00476,-3.76968,3
MOU608,33.087,-3.776,MO608,28/09/2024 06:05:00,33.08744,-3.77556,MO608A,33.08566,-3.78322,3
MOU620,33.142,-3.776,MO620,28/09/2024 06:17:00,33.14145,-3.77582,NULL,NULL,NULL,NULL
MOU614,33.113,-3.806,MO614,28/09/2024 06:23:00,33.11272,-3.80597,MO614A,33.12112,-3.80799,5
MOU609,33.088,-3.743,MO609,28/09/2024 06:27:00,33.08763,-3.7434,MO609A,33.07531,-3.74238,1
MOU607,33.087,-3.808,MO607,28/09/2024 06:37:00,33.08719,-3.80763,NULL,NULL,NULL,NULL
MOU621,33.142,-3.744,MO621,28/09/2024 06:48:00,33.14168,-3.74371,NULL,NULL,NULL,NULL
MOU615,33.115,-3.776,MO615,28/09/2024 06:59:00,33.11446,-3.77568,NULL,NULL,NULL,NULL
MOU606,33.087,-3.840,MO606,28/09/2024 07:04:00,33.087,-3.8398,NULL,NULL,NULL,NULL
MOU610,33.089,-3.713,MO610,28/09/2024 07:05:00,33.08921,-3.71319,NULL,NULL,NULL,NULL
MOU622,33.143,-3.715,MO622,28/09/2024 07:20:00,33.14266,-3.71474,NULL,NULL,NULL,NULL
MOU616,33.113,-3.745,MO616,28/09/2024 07:33:00,33.11273,-3.74552,NULL,NULL,NULL,NULL
MOU603,33.060,-3.709,MO603,28/09/2024 07:36:00,33.06042,-3.70934,NULL,NULL,NULL,NULL
MOU604,33.061,-3.679,MO604,30/09/2024 06:13:00,33.06097,-3.67883,NULL,NULL,NULL,NULL
MOU626,33.169,-3.744,MO626,30/09/2024 06:18:00,33.16883,-3.74405,MO626A,33.16887,-3.74658,1
MOU599,33.060,-3.840,MO599,30/09/2024 06:18:00,33.05999,-3.83963,NULL,NULL,NULL,NULL
MOU594,33.033,-3.775,MO594,30/09/2024 06:24:00,33.03394,-3.7738,NULL,NULL,NULL,NULL
MOU611,33.088,-3.679,MO611,30/09/2024 06:40:00,33.08797,-3.67915,NULL,NULL,NULL,NULL
MOU600,33.059,-3.807,MO600,30/09/2024 06:48:00,33.05947,-3.80667,NULL,NULL,NULL,NULL
MOU627,33.169,-3.712,MO627,30/09/2024 06:53:00,33.16894,-3.7119,NULL,NULL,NULL,NULL
MOU595,33.034,-3.743,MO595,30/09/2024 06:55:00,33.03357,-3.74278,NULL,NULL,NULL,NULL
MOU618,33.116,-3.677,MO618,30/09/2024 07:10:00,33.11579,-3.677,NULL,NULL,NULL,NULL
MOU601,33.061,-3.775,MO601,30/09/2024 07:19:00,33.06074,-3.77539,NULL,NULL,NULL,NULL
MOU628,33.169,-3.680,MO628,30/09/2024 07:24:00,33.16917,-3.67968,NULL,NULL,NULL,NULL
MOU596,33.034,-3.711,MO596,30/09/2024 07:27:00,33.03365,-3.71105,NULL,NULL,NULL,NULL
MOU617,33.114,-3.712,MO617,30/09/2024 07:46:00,33.11425,-3.71247,MO617A,33.1195,-3.71513,1
MOU602,33.061,-3.743,MO602,30/09/2024 07:52:00,33.06059,-3.7432,MO602A,33.06019,-3.74735,14
MOU623,33.143,-3.679,MO623,30/09/2024 08:00:00,33.14312,-3.67866,NULL,NULL,NULL,NULL
MOU129,32.910,-3.982,MO129,1/10/2024 6:11,32.91011,-3.98203,NULL,NULL,NULL,NULL
MOU018,32.885,-3.789,MO018,1/10/2024 6:13,32.88457,-3.7892,NULL,NULL,NULL,NULL
MOU057,32.991,-3.951,MO057,1/10/2024 6:13,32.99143,-3.95122,NULL,NULL,NULL,NULL
MOU039,32.937,-3.824,MO039,1/10/2024 6:17,32.93688,-3.8244,NULL,NULL,NULL,NULL
MOU058,32.991,-3.919,MO058,1/10/2024 6:20,32.99161,-3.91871,NULL,NULL,NULL,NULL
MOU046,32.964,-3.951,MO046,1/10/2024 6:41,32.96433,-3.95095,MO046A,32.96955,-3.94598,1
MOU024,32.910,-3.951,MO024,1/10/2024 6:44,32.91012,-3.951,MO024A,32.91536,-3.95294,2
MOU029,32.911,-3.790,MO029,1/10/2024 6:44,32.91129,-3.79005,NULL,NULL,NULL,NULL
MOU038,32.936,-3.856,MO038,1/10/2024 6:47,32.93583,-3.85547,NULL,NULL,NULL,NULL
MOU047,32.965,-3.919,MO047,1/10/2024 6:48,32.96454,-3.9187,NULL,NULL,NULL,NULL
MOU035,32.937,-3.951,MO035,1/10/2024 7:14,32.93744,-3.95129,NULL,NULL,NULL,NULL
MOU028,32.911,-3.822,MO028,1/10/2024 7:15,32.91065,-3.82156,NULL,NULL,NULL,NULL
MOU027,32.911,-3.853,MO027,1/10/2024 7:18,32.9108,-3.85329,NULL,NULL,NULL,NULL
MOU048,32.965,-3.887,MO048,1/10/2024 7:24,32.96509,-3.88714,NULL,NULL,NULL,NULL
MOU025,32.910,-3.918,MO025,1/10/2024 7:31,32.91029,-3.91778,NULL,NULL,NULL,NULL
MOU036,32.938,-3.918,MO036,1/10/2024 7:49,32.93809,-3.91789,NULL,NULL,NULL,NULL
MOU017,32.883,-3.819,MO017,1/10/2024 7:49,32.88345,-3.819,NULL,NULL,NULL,NULL
MOU037,32.936,-3.885,MO037,1/10/2024 7:52,32.93584,-3.88494,NULL,NULL,NULL,NULL
MOU059,32.992,-3.885,MO059,1/10/2024 7:55,32.99191,-3.885,NULL,NULL,NULL,NULL
MOU026,32.910,-3.886,MO026,1/10/2024 8:05,32.9105,-3.88614,MO026A,32.90797,-3.89128,1
MOU050,32.966,-3.822,MO050,1/10/2024 15:57,32.96618,-3.82216,NULL,NULL,NULL,NULL
MOU049,32.964,-3.854,MO049,1/10/2024 16:29,32.96446,-3.85446,NULL,NULL,NULL,NULL
MOU060,32.992,-3.856,MO060,1/10/2024 17:02,32.9923,-3.85636,MO060A,32.98929,-3.854,3
MOU115,32.829,-4.016,MO115,2/10/2024 6:24,32.82862,-4.01553,MO115A,32.82232,-4.01844,5
MOU122,32.855,-4.014,MO122,2/10/2024 6:26,32.85537,-4.01414,NULL,NULL,NULL,NULL
MOU126,32.885,-4.014,MO126,2/10/2024 6:35,32.88498,-4.01429,NULL,NULL,NULL,NULL
MOU004,32.855,-3.887,MO004,2/10/2024 6:35,32.8545,-3.88662,NULL,NULL,NULL,NULL
MOU109,32.801,-4.011,MO109,2/10/2024 7:01,32.80144,-4.01091,NULL,NULL,NULL,NULL
MOU119,32.830,-3.885,MO119,2/10/2024 7:04,32.82957,-3.88531,NULL,NULL,NULL,NULL
MOU127,32.883,-3.982,MO127,2/10/2024 7:13,32.88347,-3.98209,MO127A,32.88547,-3.97963,5
MOU123,32.856,-3.982,MO123,2/10/2024 7:13,32.85598,-3.98194,NULL,NULL,NULL,NULL
MOU112,32.802,-3.917,MO112,2/10/2024 7:17,32.80233,-3.91727,NULL,NULL,NULL,NULL
MOU118,32.829,-3.917,MO118,2/10/2024 7:40,32.82944,-3.91747,NULL,NULL,NULL,NULL
MOU106,32.777,-3.916,MO106,2/10/2024 7:46,32.7767,-3.9159,NULL,NULL,NULL,NULL
MOU013,32.883,-3.951,MO013,2/10/2024 7:48,32.88284,-3.95062,NULL,NULL,NULL,NULL
MOU117,32.831,-3.951,MO117,2/10/2024 8:15,32.83091,-3.95062,MO117A,32.82838,-3.96206,1
MOU105,32.775,-3.949,MO105,2/10/2024 8:26,32.7751,-3.94898,NULL,NULL,NULL,NULL
MOU104,32.775,-3.982,MO104,2/10/2024 9:10,32.77507,-3.98212,NULL,NULL,NULL,NULL
MOU125,32.857,-3.821,MO125,2/10/2024 16:10,32.8573,-3.82142,NULL,NULL,NULL,NULL
MOU016,32.886,-3.855,MO016,2/10/2024 16:48,32.88645,-3.85528,MO016A,32.88323,-3.85932,3
MOU015,32.884,-3.886,MO015,2/10/2024 17:24,32.88401,-3.88572,NULL,NULL,NULL,NULL
MOU570,32.976,-3.962,MO570,3/10/2024 6:12,32.97646,-3.96214,NULL,NULL,NULL,NULL
MOU538,32.897,-3.966,MO538,3/10/2024 6:13,32.8967,-3.96634,NULL,NULL,NULL,NULL
MOU541,32.897,-3.870,MO541,3/10/2024 6:13,32.89746,-3.87043,NULL,NULL,NULL,NULL
MOU101,32.747,-4.013,MO101,3/10/2024 6:14,32.74747,-4.01286,MO101A,32.75091,-4.01306,6
MOU560,32.950,-3.937,MO560,3/10/2024 6:15,32.95036,-3.93719,NULL,NULL,NULL,NULL
MOU571,32.977,-3.937,MO571,3/10/2024 6:42,32.97687,-3.93662,NULL,NULL,NULL,NULL
MOU529,32.870,-3.966,MO529,3/10/2024 6:46,32.86962,-3.96385,MO529A,32.87235,-3.96555,2
MOU529,32.870,-3.966,MO529,3/10/2024 6:46,32.86962,-3.96385,MO529B,32.87496,-3.96933,5
MOU103,32.775,-4.013,MO103,3/10/2024 6:47,32.77452,-4.01293,MO103A,32.77903,-4.0139,4
MOU103,32.775,-4.013,MO103,3/10/2024 6:47,32.77452,-4.01293,MO103B,32.77964,-4.01069,1
MOU542,32.897,-3.839,MO542,3/10/2024 6:47,32.8972,-3.83879,NULL,NULL,NULL,NULL
MOU561,32.951,-3.902,MO561,3/10/2024 6:52,32.95129,-3.90235,NULL,NULL,NULL,NULL
MOU583,33.006,-3.906,MO583,3/10/2024 7:16,33.00601,-3.90581,NULL,NULL,NULL,NULL
MOU110,32.801,-3.984,MO110,3/10/2024 7:21,32.80148,-3.98378,NULL,NULL,NULL,NULL
MOU543,32.898,-3.806,MO543,3/10/2024 7:26,32.8977,-3.80622,NULL,NULL,NULL,NULL
MOU537,32.897,-3.998,MO537,3/10/2024 7:30,32.89652,-3.99799,MO537A,32.8931,-3.99541,4
MOU562,32.951,-3.867,MO562,3/10/2024 7:31,32.95113,-3.87039,NULL,NULL,NULL,NULL
MOU582,33.005,-3.935,MO582,3/10/2024 7:44,33.00516,-3.93535,NULL,NULL,NULL,NULL
MOU111,32.802,-3.949,MO111,3/10/2024 7:55,32.80212,-3.94916,NULL,NULL,NULL,NULL
MOU544,32.898,-3.774,MO544,3/10/2024 8:01,32.89799,-3.77392,NULL,NULL,NULL,NULL
MOU563,32.952,-3.839,MO563,3/10/2024 8:07,32.95169,-3.83857,NULL,NULL,NULL,NULL
MOU548,32.922,-3.967,MO548,3/10/2024 8:10,32.92244,-3.96655,NULL,NULL,NULL,NULL
MOU014,32.882,-3.914,MO014,3/10/2024 15:55,32.88217,-3.91421,NULL,NULL,NULL,NULL
MOU003,32.857,-3.917,MO003,3/10/2024 16:33,32.85668,-3.91717,MO003A,32.85524,-3.9149,1
MOU002,32.856,-3.947,MO002,3/10/2024 17:06,32.85606,-3.94729,NULL,NULL,NULL,NULL
MOU584,33.006,-3.871,MO584,4/10/2024 6:13,33.00563,-3.87063,NULL,NULL,NULL,NULL
MOU551,32.925,-3.871,MO551,4/10/2024 6:14,32.92472,-3.87126,MO551A,32.92223,-3.87444,5
MOU528,32.870,-3.998,MO528,4/10/2024 6:24,32.8697,-3.99768,NULL,NULL,NULL,NULL
MOU513,32.815,-4.030,MO513,4/10/2024 6:28,32.81511,-4.02954,NULL,NULL,NULL,NULL
MOU509,32.788,-3.997,MO509,4/10/2024 6:38,32.78809,-3.99723,MO509A,32.79125,-3.99748,3
MOU574,32.978,-3.839,MO574,4/10/2024 6:50,32.97833,-3.83857,NULL,NULL,NULL,NULL
MOU552,32.924,-3.838,MO552,4/10/2024 6:58,32.92343,-3.83767,NULL,NULL,NULL,NULL
MOU508,32.788,-4.029,MO508,4/10/2024 7:04,32.78797,-4.02911,MO508A,32.79375,-4.02631,1
MOU520,32.841,-3.998,MO520,4/10/2024 7:09,32.84146,-3.99754,NULL,NULL,NULL,NULL
MOU573,32.979,-3.871,MO573,4/10/2024 7:23,32.97857,-3.87083,MO573A,32.99031,-3.87547,1
MOU510,32.787,-3.966,MO510,4/10/2024 7:23,32.78665,-3.96634,NULL,NULL,NULL,NULL
MOU553,32.925,-3.807,MO553,4/10/2024 7:34,32.92488,-3.8069,NULL,NULL,NULL,NULL
MOU503,32.760,-4.029,MO503,4/10/2024 7:47,32.76017,-4.02945,NULL,NULL,NULL,NULL
MOU519,32.842,-4.030,MO519,4/10/2024 7:50,32.84204,-4.02986,MO519A,32.84359,-4.03261,2
MOU572,32.978,-3.903,MO572,4/10/2024 8:06,32.97836,-3.903,NULL,NULL,NULL,NULL
MOU564,32.953,-3.808,MO564,4/10/2024 8:08,32.95256,-3.80787,NULL,NULL,NULL,NULL
MOU511,32.789,-3.933,MO511,4/10/2024 8:11,32.78959,-3.93369,NULL,NULL,NULL,NULL
MOU527,32.869,-4.027,MO527,4/10/2024 8:23,32.86893,-4.02731,NULL,NULL,NULL,NULL
MOU504,32.761,-3.998,MO504,4/10/2024 8:24,32.76131,-3.99767,NULL,NULL,NULL,NULL
MOU512,32.789,-3.900,MO512,4/10/2024 8:44,32.78896,-3.89962,MO512A,32.79351,-3.89834,2
MOU534,32.871,-3.806,MO534,4/10/2024 16:06,32.87087,-3.80565,NULL,NULL,NULL,NULL
MOU550,32.925,-3.905,MO550,5/10/2024 6:12,32.92461,-3.90545,NULL,NULL,NULL,NULL
MOU514,32.815,-3.997,MO514,5/10/2024 6:15,32.81533,-3.9975,NULL,NULL,NULL,NULL
MOU532,32.870,-3.870,MO532,5/10/2024 6:26,32.87004,-3.86978,NULL,NULL,NULL,NULL
MOU515,32.816,-3.965,MO515,5/10/2024 6:46,32.81555,-3.96539,NULL,NULL,NULL,NULL
MOU540,32.897,-3.902,MO540,5/10/2024 6:47,32.89723,-3.90221,MO540A,32.90055,-3.89495,1
MOU524,32.843,-3.870,MO524,5/10/2024 7:08,32.84453,-3.86694,NULL,NULL,NULL,NULL
MOU516,32.816,-3.933,MO516,5/10/2024 7:16,32.81566,-3.93335,NULL,NULL,NULL,NULL
MOU539,32.898,-3.932,MO539,5/10/2024 7:31,32.89802,-3.93239,NULL,NULL,NULL,NULL
MOU531,32.870,-3.902,MO531,5/10/2024 7:40,32.87005,-3.90193,NULL,NULL,NULL,NULL
MOU521,32.845,-3.967,MO521,5/10/2024 8:03,32.845,-3.96742,NULL,NULL,NULL,NULL
MOU522,32.840,-3.934,MO522,5/10/2024 8:15,32.84028,-3.93424,NULL,NULL,NULL,NULL
MOU530,32.870,-3.934,MO530,5/10/2024 8:18,32.86989,-3.93395,NULL,NULL,NULL,NULL
TAM067,32.404,-2.234,TA067,8/10/2024 6:11,32.40361,-2.23434,TA067A,32.40108,-2.22972,2
TAM127,32.482,-2.233,TA127,8/10/2024 6:16,32.48208,-2.23299,NULL,NULL,NULL,NULL
TAM163,32.542,-2.522,TA163,8/10/2024 6:46,32.54224,-2.52218,NULL,NULL,NULL,NULL
TAM086,32.431,-2.234,TA086,8/10/2024 6:49,32.43081,-2.23415,NULL,NULL,NULL,NULL
TAM128,32.485,-2.200,TA128,8/10/2024 6:52,32.48547,-2.19982,NULL,NULL,NULL,NULL
TAM162,32.540,-2.554,TA162,8/10/2024 7:15,32.54062,-2.55344,NULL,NULL,NULL,NULL
TAM087,32.430,-2.203,TA087,8/10/2024 7:21,32.43031,-2.20265,NULL,NULL,NULL,NULL
TAM129,32.484,-2.172,TA129,8/10/2024 7:25,32.48361,-2.17155,NULL,NULL,NULL,NULL
TAM088,32.430,-2.170,TA088,8/10/2024 7:52,32.43025,-2.17024,NULL,NULL,NULL,NULL
TAM164,32.540,-2.489,TA164,8/10/2024 7:52,32.54024,-2.48889,NULL,NULL,NULL,NULL
TAM130,32.484,-2.138,TA130,8/10/2024 7:52,32.48426,-2.13788,NULL,NULL,NULL,NULL
TAM165,32.541,-2.457,TA165,8/10/2024 8:22,32.54057,-2.45682,NULL,NULL,NULL,NULL
TAM109,32.457,-2.138,TA109,8/10/2024 15:42,32.45749,-2.13795,NULL,NULL,NULL,NULL
TAM050,32.376,-2.234,TA050,8/10/2024 15:54,32.3765,-2.23444,NULL,NULL,NULL,NULL
TAM126,32.485,-2.266,TA126,8/10/2024 16:02,32.48499,-2.26584,NULL,NULL,NULL,NULL
TAM108,32.457,-2.170,TA108,8/10/2024 16:12,32.45683,-2.17022,NULL,NULL,NULL,NULL
TAM049,32.377,-2.266,TA049,8/10/2024 16:26,32.37754,-2.26609,NULL,NULL,NULL,NULL
TAM107,32.458,-2.201,TA107,8/10/2024 16:42,32.45771,-2.20138,NULL,NULL,NULL,NULL
TAM106,32.457,-2.236,TA106,8/10/2024 16:44,32.458,-2.23571,NULL,NULL,NULL,NULL
TAM066,32.404,-2.266,TA066,8/10/2024 16:55,32.40386,-2.2662,NULL,NULL,NULL,NULL
TAM105,32.458,-2.266,TA105,8/10/2024 17:23,32.45802,-2.26582,NULL,NULL,NULL,NULL
TAM124,32.485,-2.330,TA124,9/10/2024 6:07,32.48532,-2.32963,NULL,NULL,NULL,NULL
TAM193,32.566,-2.329,TA193,9/10/2024 6:10,32.56582,-2.32899,NULL,NULL,NULL,NULL
TAM085,32.431,-2.266,TA085,9/10/2024 6:13,32.43094,-2.26583,NULL,NULL,NULL,NULL
TAM123,32.485,-2.361,TA123,9/10/2024 6:37,32.48537,-2.36132,NULL,NULL,NULL,NULL
TAM194,32.566,-2.297,TA194,9/10/2024 6:39,32.56639,-2.29696,NULL,NULL,NULL,NULL
TAM084,32.431,-2.297,TA084,9/10/2024 6:40,32.43124,-2.29687,NULL,NULL,NULL,NULL
TAM195,32.566,-2.264,TA195,9/10/2024 7:06,32.56636,-2.26436,NULL,NULL,NULL,NULL
TAM104,32.458,-2.298,TA104,9/10/2024 7:08,32.45832,-2.29756,NULL,NULL,NULL,NULL
TAM145,32.513,-2.361,TA145,9/10/2024 7:14,32.51255,-2.36115,TA145A,32.50986,-2.36175,4
TAM125,32.484,-2.294,TA125,9/10/2024 7:33,32.48345,-2.2938,NULL,NULL,NULL,NULL
TAM196,32.567,-2.234,TA196,9/10/2024 7:37,32.56714,-2.23389,TA196A,32.56183,-2.22973,1
TAM146,32.512,-2.329,TA146,9/10/2024 7:52,32.51243,-2.329,TA146A,32.50901,-2.33048,2
TAM146,32.512,-2.329,TA146,9/10/2024 7:52,32.51243,-2.329,TA146B,32.51471,-2.327,5
TAM168,32.540,-2.361,TA168,9/10/2024 15:29,32.53962,-2.36098,TA168A,32.54361,-2.35689,1
TAM167,32.540,-2.393,TA167,9/10/2024 16:08,32.53965,-2.39277,NULL,NULL,NULL,NULL
TAM074,32.433,-2.617,TA074,9/10/2024 16:14,32.43255,-2.6173,NULL,NULL,NULL,NULL
